date;seqno;query;title;snippet;urlGoogle;pagemap;Id;queryType
20200115;1;Danmarks Statistik Sejrøgade 11, Postboks 2550 contact;National Statistical Offices - Eurostat;"Please see the following CZSO contact link for further information. ... Danmarks 
Statistik. Postal address: Sejrøgade 11, Postboks 2550 - 2100 KØBENHAVN Ø.";http://ec.europa.eu/eurostat/web/links?p_l_id=119314&p_v_l_s_g_id=0;"{""metatags"": [{""viewport"": ""initial-scale=1.0, width=device-width""}]}";1;1
20200115;2;Danmarks Statistik Sejrøgade 11, Postboks 2550 contact;COMMISSION;"Danmarks Statistik. Mr Jan PLOVSING. Director-General. Sejrøgade 11. 
Postboks 2550. DK-2100 København Ø. Bank account: 1005-8611-8, Danmarks
 ...";https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32000D0030&from=EN;"{""metatags"": [{""moddate"": ""D:20000114184328+01'00'"", ""creationdate"": ""D:20000114184326"", ""producer"": ""Acrobat Distiller 4.0 for Windows""}]}";1;1
20200115;3;Danmarks Statistik Sejrøgade 11, Postboks 2550 contact;Denmark Contents;"The National Statistical Institute in Denmark (Danmarks Statistik) is responsible ... 
Sejrøgade 11. Postboks 2550 ... Telephone number/Tele-fax number/E-mail.";http://ec.europa.eu/eurostat/ramon/nat_methods/SBS/SBS_Meth_DK.pdf;"{""metatags"": [{""moddate"": ""D:20060324161600+01'00'"", ""creationdate"": ""D:20060120113112Z"", ""creator"": ""PDFCreator Version 0.8.0"", ""author"": ""vekemgu"", ""producer"": ""AFPL Ghostscript 8.14"", ""title"": ""SBS_Meth_DK""}]}";1;1
20200115;4;Danmarks Statistik Sejrøgade 11, Postboks 2550 contact;Official Journal;"15 Jan 2000 ... Danmarks Statistik. Mr Jan PLOVSING. Director-General. Sejrøgade 11. 
Postboks 2550. DK-2100 København Ø. Bank account: 1005-8611-8, ...";https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2000:011:FULL&from=EN;"{""metatags"": [{""moddate"": ""D:20180608085457+02'00'"", ""creationdate"": ""D:20180608085455+02'00'"", ""producer"": ""iText\u00ae 5.5.12 \u00a92000-2017 iText Group NV (AGPL-version); modified using iText\u00ae 5.5.12 \u00a92000-2017 iText Group NV (AGPL-version)""}]}";1;1
20200115;5;Danmarks Statistik Sejrøgade 11, Postboks 2550 contact;Key figures on Europe;"2 Jul 2007 ... Directorate E: Agriculture and environment statistics; ... for the euro area refers to 
another aggregate based on either 11 (EA-11) ... Danmarks Statistik. Postal 
address: Sejrøgade 11, Postboks 2550 – 2100 KØBENHAVN Ø.";http://www.eurosfaire.prd.fr/7pc/doc/1208764552_ks_ei_07_001_en.pdf;"{""metatags"": [{""moddate"": ""D:20080327175848+01'00'"", ""creationdate"": ""D:20080214135256+01'00'""}]}";1;1
20200115;6;Danmarks Statistik Sejrøgade 11, Postboks 2550 contact;Social Accounting Matrices and Satellite Accounts for EU27 on ...;"Certain mobile telephone operators do not allow access to 00 800 numbers or 
these calls may ... DK000000 Danmarks Statistik. Sejrøgade 11, Postboks 2550 -.";ftp://s-jrcsvqpx101p.jrc.es/pub/EURdoc/JRC73088.pdf;"{""metatags"": [{""moddate"": ""D:20130121100118+01'00'"", ""creationdate"": ""D:20130118162831+01'00'"", ""producer"": ""PDF CoDe 2012.3910 (c) 2002-2012 European Commission""}]}";1;1
20200115;7;Danmarks Statistik Sejrøgade 11, Postboks 2550 contact;Trends in Volunteering by World Organization of the Scout ...;"20 Mar 2010 ... 11 12 14. 2.8 The Impact of Globalisation 2.9 Growing and declining ... Danmarks 
Statistik Postal address: Sejrøgade 11, Postboks 2550 - 2100 ...";https://issuu.com/worldscouting/docs/trends_in_volunteering_e;"{""cse_thumbnail"": [{""src"": ""https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTDx8r_2JTrJbzIjy8OgAXzZYzsEbfk8cnx5QwFnvtpSTDSi4ejTOaoUep-"", ""width"": ""189"", ""height"": ""267""}], ""imageobject"": [{""image"": ""https://image.isu.pub/100321184546-97397172838046afa7b35e3c921344fc/jpg/page_1_thumb_large.jpg"", ""contenturl"": ""https://image.isu.pub/100321184546-97397172838046afa7b35e3c921344fc/jpg/page_1_thumb_large.jpg"", ""representativeofpage"": ""true"", ""caption"": ""Page 1 of Trends in Volunteering by World Organization of the Scout Movement""}], ""metatags"": [{""p:domain_verify"": ""f9d18061b7bd0128496a649794e02250"", ""og:image"": ""https://image.isu.pub/100321184546-97397172838046afa7b35e3c921344fc/jpg/page_1.jpg"", ""apple-itunes-app"": ""app-id=914453825, app-argument=http://issuu.com/worldscouting/docs/trends_in_volunteering_e"", ""msapplication-square70x70logo"": ""//issuu.com/microsoft-70x70.png"", ""twitter:card"": ""player"", ""og:image:width"": ""1058"", ""theme-color"": ""#353535"", ""og:site_name"": ""Issuu"", ""og:image:type"": ""image/jpeg"", ""al:ios:url"": ""issuu://worldscouting/docs/trends_in_volunteering_e"", ""og:description"": ""Society and trends in an ever-changing world can have a great affect on Scouting. This publication looks at this affect and, in turn, what effect Scouting has as a movement and form of education on society. It is designed to be an aid to National Scout Organisations (NSOs) to help them utilise the changing trends for their benefit."", ""twitter:image"": ""https://image.isu.pub/100321184546-97397172838046afa7b35e3c921344fc/jpg/page_1.jpg"", ""og:image:secure_url"": ""https://image.isu.pub/100321184546-97397172838046afa7b35e3c921344fc/jpg/page_1.jpg"", ""al:ios:app_store_id"": ""914453825"", ""twitter:player"": ""https://e.issuu.com/issuu-reader3-embed-files/latest/twittercard.html?u=worldscouting&d=trends_in_volunteering_e&p=1"", ""twitter:player:height"": ""300"", ""twitter:site"": ""@issuu"", ""msapplication-tilecolor"": ""#F36D5D"", ""twitter:title"": ""Trends in Volunteering"", ""og:type"": ""article"", ""al:ios:app_name"": ""issuu"", ""og:title"": ""Trends in Volunteering"", ""og:image:height"": ""1495"", ""msapplication-square150x150logo"": ""//issuu.com/microsoft-150x150.png"", ""fb:app_id"": ""2345497959016766"", ""viewport"": ""width=device-width,initial-scale=1.0"", ""twitter:description"": ""Society and trends in an ever-changing world can have a great affect on Scouting. This publication looks at this affect and, in turn, what effect Scouting has as a movement and form of education on society. It is designed to be an aid to National Scout Organisations (NSOs) to help them utilise the changing trends for their benefit."", ""twitter:player:width"": ""400"", ""og:url"": ""https://issuu.com/worldscouting/docs/trends_in_volunteering_e""}], ""creativework"": [{""author"": ""World Organization of the Scout Movement"", ""name"": ""Trends in Volunteering"", ""description"": ""Society and trends in an ever-changing world can have a great affect on Scouting. This publication looks at this affect and, in turn, what e... See More"", ""text"": ""Trends in Volunteering The Adults we NeedTrends in VolunteeringPeople who have contributed to the production of the material Joao Armando Gon\u00e7alves Pereira Ulrike Hanebeck Denis Jourdain Milutin..."", ""datepublished"": ""Published on Mar 20, 2010""}], ""cse_image"": [{""src"": ""https://image.isu.pub/100321184546-97397172838046afa7b35e3c921344fc/jpg/page_1.jpg""}]}";1;1
20200115;8;Danmarks Statistik Sejrøgade 11, Postboks 2550 contact;with a high-quality statistical information service;"30 Jun 2019 ... transport statistics collected under the recent EU regulation; it also gives a ¢rst ... 
uneven population distribution call for quite unique transport ... Danmark. 
Danmarks Statistik. SejrÖgade 11, Postboks 2550, ... Sejrøgade 11.";http://aei.pitt.edu/75889/1/2003.pdf;"{""metatags"": [{""moddate"": ""D:20041010021329"", ""creationdate"": ""D:20041010021329"", ""producer"": ""AFPL Ghostscript 8.11""}]}";1;1
20200115;9;Danmarks Statistik Sejrøgade 11, Postboks 2550 contact;Key Data on Higher Education - 2007 Edition;"Provision in the independent private sector is scarce overall and in 11 countries 
does not even exist. ... time allocated to each staff category, the contact time 
earmarked for students, different types of programme or ... Italy: Statistics for the 
number of places relate to 2004. ... Danmarks Statistik. Sejrøgade 11. Postboks 
2550.";http://www.nefmi.gov.hu/europai-unio-oktatas/eurydice/key-data-on-higher;"{""cse_thumbnail"": [{""src"": ""https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjIsn_aQ6CY1qzsYvmEsox7SJJy7CB0BWyG6tPDeVDlZhK_mkz--UZvoBQ"", ""width"": ""193"", ""height"": ""261""}], ""metatags"": [{""moddate"": ""D:20080515151830+02'00'"", ""creationdate"": ""D:20070907122742+02'00'"", ""creator"": ""Acrobat PDFMaker 8.1 for Word"", ""subject"": ""Higher Education"", ""author"": ""Eurydice"", ""producer"": ""Acrobat Distiller 8.1.0 (Windows)"", ""title"": ""Key Data on Higher Education - 2007 Edition""}], ""cse_image"": [{""src"": ""x-raw-image:///f4c30c72bbfbb2bc0780333734d58da694e46d84d76635cb657b0f9c5f1320d0""}]}";1;1
20200115;1;Danmarks Statistik 2100 contact;Contact Statistics Denmark - Statistics Denmark - Danmarks Statistik;"Contact Statistics Denmark. Address: Statistics Denmark Sejrøgade 11. DK-2100 
Copenhagen. Show map. Email: dst@dst.dk. Telephone: +45 39 17 39 17.";https://www.dst.dk/en/kontakt;"{""cse_thumbnail"": [{""src"": ""https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRYsrApd092oQS9Jpb45kFqzDseFjq9lbvCskgvDZ1wD7QLCceCLsynxQ"", ""width"": ""120"", ""height"": ""62""}], ""metatags"": [{""og:image"": ""https://www.dst.dk/Site/Dst/images/logo_dk.png"", ""twitter:card"": ""summary_large_image"", ""og:image:width"": ""120"", ""twitter:site"": ""@DSTdk"", ""cludo:manualurl"": ""https://www.dst.dk/en/kontakt"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""dcterms.title"": ""Contact Statistics Denmark"", ""og:title"": ""Contact Statistics Denmark"", ""cludo:categorydst"": ""_None"", ""og:image:height"": ""62"", ""og:description"": ""Address:\nStatistics Denmark\nSejr\u00f8gade 11 DK-2100 Copenhagen\nShow map\nEmail:\u00a0dst@dst.dk\nTelephone:\u00a0+45 39 17 39 17\nPhone hours are Monday to Thursday at 9:00 AM\u00a0to 4."", ""cludo:title"": ""Contact Statistics Denmark""}], ""cse_image"": [{""src"": ""https://www.dst.dk/Site/Dst/images/logo_dk.png""}]}";1;2
20200115;2;Danmarks Statistik 2100 contact;National Statistical Offices - Eurostat;"Danmarks Statistik. Postal address: Sejrøgade 11, Postboks 2550 - 2100 
KØBENHAVN Ø. Country: Denmark (DK) Phone: (45) 3917 3917. Fax: (45) 3917 
3999";http://ec.europa.eu/eurostat/web/links?p_l_id=119314&p_v_l_s_g_id=0;"{""metatags"": [{""viewport"": ""initial-scale=1.0, width=device-width""}]}";1;2
20200115;3;Danmarks Statistik 2100 contact;Statistics Denmark;"Statistics Denmark is the central authority on Danish statistics. Our mission is to 
collect, compile and publish statistics on the Danish society.";https://www.dst.dk/en;"{""metatags"": [{""viewport"": ""width=device-width, initial-scale=1.0""}]}";1;2
20200115;4;Danmarks Statistik 2100 contact;AS47765 Danmarks Statistik - IPinfo.io;"AS47765 Danmarks Statistik Network Information, IP Address Ranges and Whois 
... org-name: Danmarks Statistik org-type: other address: Sejroegade 11 - 2100 ...";https://ipinfo.io/AS47765;"{""metatags"": [{""apple-itunes-app"": ""app-id=917634022"", ""viewport"": ""width=device-width, initial-scale=1, shrink-to-fit=no, user-scalable=no""}]}";1;2
20200115;5;Danmarks Statistik 2100 contact;Bruze;"Any analyses of the data must be done on servers hosted by Statistics Denmark. 
... Address: Danmarks Statistik Sejrøgade 11 DK-2100 København Ø Denmark ...";http://qed.econ.queensu.ca/jae/2018-v33.4/bruze/;null;1;2
20200115;6;Danmarks Statistik 2100 contact;Documentation of statistics for Immigrants and Descendants 2016;"DK 2100 København Ø. Page 2. 1 Introduction. The statistics on immigrants and 
their descendants were introduced in 1991. ... attempts to make contact with the 
individual. In these instances ... Immigrants in Denmark (Indvandrere i Danmark).";http://www.dst.dk/Site/Dst/SingleFiles/kvaldeklbilag.aspx?filename=611d9cb3-442d-42b8-9b68-e27950059130Immigrants_and_Descendants_2016;"{""cse_thumbnail"": [{""src"": ""https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTd7xkai3fJUV_xqX7eVQQo4zwylsfLpb7wXjVXtiMP4Za3gNi6iGiEOWA"", ""width"": ""308"", ""height"": ""164""}], ""metatags"": [{""creator"": ""Microsoft Reporting Services 11.0.0.0"", ""creationdate"": ""D:20170828141435+02'00'"", ""author"": ""DST.DK"", ""producer"": ""Microsoft Reporting Services PDF Rendering Extension 11.0.0.0"", ""title"": ""WebReport""}], ""cse_image"": [{""src"": ""x-raw-image:///842abc13cfd92f849cdb24a7e8b3cdd3ea2e9bcf297b85210494165fa4e2fab4""}]}";1;2
20200115;7;Danmarks Statistik 2100 contact;S&M Volume 5: Population Censuses;"Name and address of the organization responsible for the census: Danmarks 
Statistik (Statistics Denmark), Sejrogade 11, 2100 Copenhagen.";https://www.ilo.org/ilostat-files/SSM/SSM5/E/DK.html;null;1;2
20200115;8;Danmarks Statistik 2100 contact;Trace metals in fish used for time trend analysis and as ...;"A series of regressive models described in the ICES guide-lines for the time-trend 
investigation in levels of contaminants in fish, has been tested and evaluated ...";https://www.sciencedirect.com/science/article/abs/pii/0025326X94901821;"{""cse_thumbnail"": [{""src"": ""https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSk-zZhwmOh3o7Eec9wtfIar2tkBYaZmZISvES1VDwtga_nqnHRjsgc4w"", ""width"": ""113"", ""height"": ""150""}], ""metatags"": [{""og:image"": ""https://ars.els-cdn.com/content/image/S0025326X.gif"", ""citation_publication_date"": ""1994/01/01"", ""citation_title"": ""Trace metals in fish used for time trend analysis and as environmental indicators"", ""citation_author_institution"": ""Department of Policy Analysis, National Environmental Research Institute, Frederiksborgvej 399, P.O. Box 358, DK-4000 Roskilde, Denmark"", ""citation_publisher"": ""Pergamon"", ""citation_type"": ""JOUR"", ""citation_journal_title"": ""Marine Pollution Bulletin"", ""og:description"": ""A series of regressive models described in the ICES guide-lines for the time-trend investigation in levels of contaminants in fish, has been tested an\u2026"", ""citation_online_date"": ""2003/04/07"", ""citation_issn"": ""0025-326X"", ""sdtech"": ""Proudly brought to you by the SD Technology team in London, Dayton, and Amsterdam"", ""citation_pdf_url"": ""https://www.sciencedirect.com/science/article/pii/0025326X94901821/pdf?md5=590caced220847ad85053c0840786a75&pid=1-s2.0-0025326X94901821-main.pdf"", ""citation_lastpage"": ""32"", ""og:type"": ""article"", ""citation_article_type"": ""Full-length article"", ""citation_abstract"": ""<div class=\""Abstracts u-font-serif\"" id=\""abstracts\""><div class=\""abstract author\"" id=\""aep-abstract-id3\""><h2 class=\""section-title u-h3 u-margin-l-top u-margin-xs-bottom\"">Abstract</h2><div id=\""aep-abstract-sec-id4\""><p>A series of regressive models described in the ICES guide-lines for the time-trend investigation in levels of contaminants in fish, has been tested and evaluated on the basis of 11 years of monitoring data. Metal concentrations (Cd, Cu, Hg, Pb and Zn) in plaice (<em>Pleuronectes platessa</em>) from three stations along the Jutland coast of the North Sea and concentrations in flounder (<em>Platichthys flesus</em>) from one station in the Sound and the Great Belt, respectively, have been used. A new graphic method that facilitates the statistical understanding has been developed. Time trends analysis showed a recent decrease in Pb concentrations, while the yearly variation among the rest of the concentrations was high. The largest Hg concentrations were found in the Sound. The differences in concentra"", ""og:title"": ""Trace metals in fish used for time trend analysis and as environmental indicators"", ""citation_author"": ""L.A J\u00f8rgensen"", ""citation_pii"": ""0025326X94901821"", ""citation_issue"": ""1"", ""citation_firstpage"": ""24"", ""viewport"": ""initial-scale=1"", ""citation_doi"": ""10.1016/0025-326X(94)90182-1"", ""dc.identifier"": ""10.1016/0025-326X(94)90182-1"", ""citation_volume"": ""28""}], ""cse_image"": [{""src"": ""https://ars.els-cdn.com/content/image/S0025326X.gif""}]}";1;2
20200115;9;Danmarks Statistik 2100 contact;The Danish Central Bureau of Statistics publishes the results from a ...;"Time and consumption, Danmarks Statistik,. Copenhagen 1990, 440 p., with ... 
project, is available from: Danmarks Statistik, 11 Sejrggade, DK-2100 
Copenhagen 0, from September 27,. 1990. Telephone 31 29 82 22, and telefax 
31 18 48 01.";http://www.roiw.org/1990/421.pdf;"{""metatags"": [{""moddate"": ""D:20040123153441-05'00'"", ""creationdate"": ""D:20040123153435-05'00'"", ""creator"": ""Adobe Acrobat 6.0"", ""producer"": ""Adobe Acrobat 6.0 Paper Capture Plug-in""}]}";1;2
